Time, Acc (mg) X, Y, Z, Gyr (DPS) X, Y, Z, Mag (uT) X, Y, Z, Temp, Pa, PSI, atm
527509, -0387.70, 00080.08, 00966.80,-00022.15, 00000.47, 00022.35,-00044.55, 00023.40, 00050.85, 00033.78,98655.82,14.31,0.97
527838, -00301.76, 00013.67, 00886.72, 00000.43,-00067.80, 00007.85,-00049.35, 00020.10, 00048.75, 00033.68,98646.58,14.31,0.97
528152, -00150.39, 00050.29, 01048.34, 00001.87, 00014.79, 00008.27,-00051.30, 00022.50, 00048.75, 00033.64,98631.23,14.31,0.97
528466, -00107.42, 00034.18, 00995.12,-00003.66,-00004.72, 00009.99,-00053.40, 00020.25, 00048.30, 00033.88,98639.30,14.31,0.97
528780, -00144.04, 00051.27, 01003.91,-00000.20,-00003.92, 00016.98,-00054.30, 00021.60, 00045.00, 00033.59,98633.10,14.31,0.97
529098, -00234.37, 00070.80, 00950.20,-00008.30,-00003.92,-00005.02,-00054.00, 00022.05, 00045.00, 00033.59,98649.48,14.31,0.97
529412, -00172.36, 00063.96, 00979.98, 00013.26, 00005.08,-00014.21,-00054.75, 00021.60, 00047.25, 00033.35,98651.85,14.31,0.97
529726, -00099.61, 00083.50, 00974.12,-00001.27, 00010.91, 00001.99,-00052.80, 00023.70, 00047.25, 00033.49,98646.83,14.31,0.97
530040, -00262.21, 00031.74, 00957.52,-00010.12, 00001.25, 00002.00,-00050.10, 00021.60, 00046.50, 00033.64,98650.72,14.31,0.97
530358, -00306.64,-00042.48, 00939.94,-00023.76, 00002.63,-00005.78,-00051.00, 00018.90, 00046.50, 00033.83,98642.67,14.31,0.97
530672, -00236.82,-00550.78, 00791.50,-00188.47, 00002.79,-00007.28,-00051.45,-00004.35, 00045.60, 00033.78,98645.60,14.31,0.97
530986, -00275.88,-00903.32, 00416.50,-00035.79, 00012.71,-00005.49,-00051.90,-00024.60, 00030.90, 00033.68,98633.41,14.31,0.97
531300, -00219.73,-00955.57, 00328.61,-00003.71,-00012.44, 00005.22,-00053.10,-00027.75, 00025.95, 00033.44,98648.84,14.31,0.97
531618, -00215.33,-00912.60, 00272.46,-00019.02,-00010.85,-00002.35,-00052.65,-00026.25, 00022.05, 00033.88,98637.27,14.31,0.97
531932, -00245.61,-00910.16, 00266.60, 00003.11, 00006.76,-00006.31,-00051.30,-00027.15, 00020.55, 00033.35,98648.43,14.31,0.97
532246, -00168.46,-00958.50, 00316.41, 00006.02, 00017.36, 00013.84,-00053.85,-00027.75, 00024.45, 00033.49,98647.20,14.31,0.97
532560, -0212.89,-00926.76, 00346.68,-00009.07,-00007.02,-00003.48,-00052.05,-00028.05, 00026.55, 00033.78,98644.57,14.31,0.97
532890, -00268.55,-00930.66, 00316.89, 00004.31,-00009.02, 00000.55,-00052.05,-00028.05, 00023.85, 00033.78,98643.34,14.31,0.97
533204, -00267.09,-01014.65, 00396.00, 00065.71, 00003.20,-00014.68,-00052.65,-00025.80, 00024.90, 00033.83,98653.43,14.31,0.97
533518, -00168.95, 00283.69, 00949.22, 00063.00, 00010.55,-00018.94,-00055.50, 00030.75, 00043.20, 00033.78,98640.27,14.31,0.97
533832, -00146.48, 00292.48, 00951.66,-00005.05, 00009.05,-00000.50,-00053.25, 00032.40, 00045.00, 00033.68,98648.43,14.31,0.97
534150, -00235.84, 00124.51, 00963.38,-00017.63, 00016.13,-00000.60,-00052.05, 00025.95, 00046.20, 00033.35,98646.19,14.31,0.97
534464, -00314.45, 00143.55, 00954.59,-00010.31,-00007.37,-00000.44,-00052.50, 00025.20, 00045.45, 00033.44,98647.73,14.31,0.97
534778, -00211.91, 00158.69, 00968.75, 00003.60,-00002.54,-00010.34,-00051.90, 00026.55, 00045.90, 00033.68,98645.37,14.31,0.97
535092, -00162.11, 00191.89, 00972.66,-00010.53, 00000.29,-00003.12,-00053.85, 00028.20, 00045.90, 00033.68,98656.91,14.31,0.97
535410, -00263.67,-00289.55, 00951.17,-00189.61, 00016.47,-00021.76,-00049.65, 00010.35, 00050.10, 00033.59,98648.29,14.31,0.97
535724, -00409.18,-00895.02, 00420.41,-00020.77,-00042.10, 00014.29,-00048.45,-00025.50, 00024.90, 00033.83,98646.79,14.31,0.97
536038, -00300.29,-00929.20, 00264.65, 00019.02,-00007.13,-00013.08,-00050.10,-00025.95, 00022.05, 00033.59,98651.12,14.31,0.97
536352, -00262.21,-00887.21, 00357.91, 00008.16, 00004.56,-00003.82,-00050.10,-00026.40, 00025.35, 00033.78,98647.37,14.31,0.97
536670, -00251.95,-00944.82, 00329.10,-00005.52, 00003.39,-00007.26,-00051.00,-00030.00, 00025.80, 00033.78,98651.72,14.31,0.97
536984, -00330.08,-01113.77, 00291.99, 00012.40,-00007.47, 00002.68,-00048.45,-00029.85, 00025.20, 00033.83,98649.52,14.31,0.97
537298, -00376.46,-00836.91, 00387.70,-00004.15, 00000.43, 00006.50,-00049.20,-00025.50, 00027.45, 00033.59,98648.07,14.31,0.97
537612, -00282.23,-00847.66, 00589.84, 00095.34,-00000.05, 00001.45,-00052.20,-00021.00, 00032.40, 00033.64,98646.05,14.31,0.97
537930, -00182.13,-00085.94, 00912.11,-00089.77, 00008.62,-00016.53,-00052.65, 00007.95, 00047.85, 00033.49,98645.90,14.31,0.97
538244, -00204.59,-00219.24, 00913.09, 00010.10,-00001.02,-00003.02,-00052.65, 00006.30, 00048.30, 00033.64,98636.05,14.31,0.97
538558, -00269.04,-00275.39, 00962.40, 00028.85, 00002.10,-00000.16,-00052.05, 00006.15, 00046.95, 00033.59,98644.48,14.31,0.97
538872, -00249.51,-00226.56, 00928.71, 00010.60,-00001.39,-00008.69,-00054.15, 00008.70, 00046.35, 00033.78,98646.01,14.31,0.97
539190, -00156.25,-00192.87, 00989.26, 00002.24, 00005.52,-00003.45,-00053.55, 00009.75, 00050.25, 00033.68,98646.70,14.31,0.97
539504, -00174.80,-00173.34, 00978.03,-00002.98, 00000.74, 00010.27,-00054.90, 00009.45, 00049.05, 00033.59,98650.90,14.31,0.97
539818, -00274.41,-00364.26, 00782.71,-00030.02,-00010.36, 00004.91,-00049.95, 00002.70, 00047.40, 00033.49,98646.20,14.31,0.97
540132, -00340.82,-01058.59, 00237.30,-00075.08, 00016.03,-00001.98,-00049.65,-00028.95, 00021.00, 00033.64,98647.83,14.31,0.97
540450, -00233.40,-00971.68, 00234.86, 00003.46, 00007.46,-00001.46,-00051.00,-00030.75, 00019.80, 00033.88,98653.41,14.31,0.97
540764, -00235.84,-00977.05, 00234.86, 00018.90,-00018.25, 00010.43,-00049.05,-00031.95, 00020.10, 00033.59,98652.06,14.31,0.97
541078, -00384.28,-00920.90, 00186.52,-00007.99,-00010.56, 00002.71,-00048.90,-00033.00, 00019.50, 00033.64,98646.09,14.31,0.97
541392, -00361.82,-00868.16, 00200.68, 00002.09, 00003.69,-00015.73,-00051.15,-00031.05, 00016.95, 00033.64,98651.77,14.31,0.97
541710, -00264.65,-00957.52, 00216.80, 00006.53, 00009.29,-00003.61,-00051.30,-00028.80, 00019.80, 00033.49,98653.27,14.31,0.97
542024, -00251.46,-00900.39, 00342.29, 00015.31,-00001.17, 00011.19,-00050.40,-00027.75, 00022.50, 00033.64,98649.52,14.31,0.97
542338, -00257.81,-00384.77, 00828.61, 00183.63,-00016.70,-00002.37,-00051.00,-00007.35, 00043.20, 00033.68,98652.51,14.31,0.97
542652, -00291.50, 00084.96, 01044.43, 00010.25,-00004.63,-00009.37,-00053.55, 00017.25, 00047.70, 00033.59,98646.20,14.31,0.97
542970, -00085.45, 00057.13, 00980.47,-00000.05, 00007.40,-00012.46,-00058.50, 00018.00, 00045.45, 00033.64,98649.22,14.31,0.97
543284, -00133.79, 00124.51, 01041.02,-00010.51, 00022.14, 00003.98,-00054.30, 00020.40, 00046.95, 00033.78,98649.34,14.31,0.97
543598, -00313.96,-00028.32, 00945.80,-00003.89,-00010.18,-00004.25,-00051.90, 00016.65, 00046.35, 00033.59,98652.47,14.31,0.97
543912, -00231.45,-00051.76, 00991.21,-00002.20,-00006.08,-00014.63,-00052.80, 00015.30, 00047.25, 00033.35,98631.33,14.31,0.97
544230, -00103.03,-00051.27, 01016.60,-00003.15, 00001.38,-00007.57,-00054.15, 00017.40, 00047.85, 00033.64,98644.96,14.31,0.97
544544, -00211.43,-00046.88, 01000.00, 00003.20,-00007.04, 00020.85,-00053.10, 00017.10, 00047.85, 00033.49,98641.32,14.31,0.97
544858, -00278.81,-00082.03, 00941.89,-00015.82,-00004.34,-00005.71,-00050.70, 00014.25, 00045.60, 00033.64,98655.41,14.31,0.97
545172, -00144.04,-00196.78, 00967.29,-00063.23, 00005.91,-00016.98,-00052.80, 00011.25, 00048.00, 00033.68,98652.04,14.31,0.97
545490, -00151.86,-00944.34, 00337.89,-00066.66,-00000.85,-00000.68,-00054.00,-00028.05, 00026.85, 00033.30,98648.68,14.31,0.97
545804, -00291.99,-00973.63, 00284.67, 00009.83,-00020.28, 00009.49,-00051.90,-00027.75, 00022.20, 00033.59,98648.72,14.31,0.97
546118, -00313.48,-00918.95, 00205.08,-00019.58,-00004.21,-00014.27,-00052.50,-00029.25, 00017.10, 00033.49,98641.19,14.31,0.97
546432, -00229.98,-00932.62, 00347.17, 00104.23,-00004.26,-00004.36,-00054.75,-00027.15, 00025.35, 00033.68,98640.48,14.31,0.97
546750, -00102.05,-00919.92, 00409.67,-00003.46,-00003.62, 00002.32,-00053.85,-00025.80, 00027.15, 00033.64,98642.59,14.31,0.97
547064, -00232.42,-00894.04, 00403.81,-00003.05,-00011.73, 00006.67,-00053.10,-00024.30, 00025.20, 00033.64,98645.23,14.31,0.97
547378, -00321.78,-00908.20, 00371.58,-00003.05, 00000.77,-00004.37,-00054.60,-00024.60, 00024.90, 00033.44,98648.63,14.31,0.97
547692, -00151.86,-00940.43, 00401.37, 00036.62, 00011.03,-00005.89,-00054.90,-00024.30, 00025.65, 00033.78,98647.08,14.31,0.97
548010, -00040.04,-00487.79, 00851.07, 00193.51, 00005.85, 00000.40,-00054.60,-00008.25, 00042.90, 00033.64,98639.25,14.31,0.97
548324, -00236.33,-00130.37, 00956.54, 00030.89,-00006.05, 00005.60,-00053.40, 00011.85, 00046.35, 00033.64,98647.08,14.31,0.97
548638, -00250.98,-00163.57, 00953.12,-00006.12,-00002.39,-00007.85,-00052.80, 00008.85, 00045.75, 00033.68,98629.76,14.31,0.97
548952, -00176.27,-00193.85, 00971.19, 00001.33,-00003.95,-00012.08,-00054.90, 00009.45, 00047.85, 00033.49,98648.72,14.31,0.97
549270, -00100.59,-00160.16, 00977.54, 00012.97,-00001.79, 00011.78,-00055.35, 00011.10, 00047.85, 00033.59,98650.76,14.31,0.97
549584, -00228.52,-00193.85, 00949.71,-00020.08,-00002.70, 00011.46,-00053.10, 00007.95, 00046.65, 00033.49,98649.44,14.31,0.97
549898, -00262.70,-00224.12, 00935.06, 00003.73,-00003.50,-00011.19,-00053.85, 00007.50, 00045.15, 00033.68,98654.09,14.31,0.97
550212, -00169.43,-00200.20, 00980.47,-00013.97, 00002.14,-00013.12,-00053.85, 00008.70, 00045.90, 00033.59,98644.50,14.31,0.97
550530, -00174.32,-00991.70, 00254.88,-00140.82,-00003.15,-00013.34,-00052.65,-00029.40, 00022.95, 00033.49,98649.07,14.31,0.97
550844, -00298.83,-00951.66,-00018.07,-00004.80,-00017.61, 00005.48,-00052.50,-00032.85, 00009.60, 00033.49,98651.89,14.31,0.97
551158, -00379.39,-00935.06, 00001.95, 00013.70,-00001.39,-00008.11,-00052.05,-00031.65, 00008.10, 00033.30,98655.84,14.31,0.97
551472, -00248.05,-00987.79, 00120.61, 00017.34, 00005.97,-00000.76,-00054.00,-00031.65, 00013.35, 00033.68,98651.70,14.31,0.97
551790, -00086.91,-00958.50, 00214.84,-00010.03,-00002.57,-00007.78,-00056.85,-00029.40, 00017.25, 00033.49,98644.55,14.31,0.97
552104, -00206.54,-00965.82, 00223.14, 00006.27,-00008.56, 00003.04,-00054.30,-00028.05, 00015.90, 00033.64,98659.83,14.31,0.97
552418, -00174.32,-00957.52, 00212.40, 00000.00, 00015.89, 00000.02,-00054.90,-00026.55, 00017.70, 00033.49,98648.27,14.31,0.97
552732, -00163.57,-00887.21, 00347.66,-00008.11,-00000.50,-00011.20,-00055.95,-00025.95, 00022.80, 00033.49,98650.05,14.31,0.97
553050, -00199.22,-00504.39, 00735.35, 00184.31,-00016.63, 00025.44,-00054.90,-00012.75, 00037.35, 00033.59,98645.09,14.31,0.97
553364, -00226.56,-00355.96, 00899.41,-00002.89, 00001.85,-00010.15,-00055.20, 00002.55, 00043.95, 00033.59,98636.70,14.31,0.97
553678, -00105.47,-00322.27, 00949.22, 00005.46, 00010.84,-00015.73,-00054.90, 00003.15, 00045.15, 00033.59,98653.27,14.31,0.97
553992, -00126.95,-00348.63, 00941.41, 00001.03,-00005.24, 00009.47,-00055.35, 00003.45, 00045.15, 00033.68,98641.85,14.31,0.97
554310, -00242.19,-00278.81, 00905.27,-00008.97,-00002.44, 00010.45,-00054.90, 00003.45, 00042.90, 00033.64,98648.55,14.31,0.97
554624, -00148.93,-00374.02, 00934.08, 00005.74, 00008.08,-00010.05,-00055.95, 00002.10, 00044.70, 00033.35,98645.30,14.31,0.97
554938, -00008.30,-00447.75, 00936.04, 00000.25, 00013.88, 00006.76,-00056.25, 00001.65, 00045.75, 00033.35,98650.07,14.31,0.97
555252, -00163.09,-00323.73, 00896.48,-00005.15,-00012.63, 00005.65,-00057.45, 00004.50, 00043.20, 00033.59,98648.48,14.31,0.97
555570, -00127.44,-00326.66, 00955.08, 00008.42, 00003.09,-00010.97,-00058.20, 00005.25, 00042.45, 00033.83,98651.99,14.31,0.97
555884, -00022.95,-00274.41, 01006.35,-00004.65, 00016.93,-00003.35,-00057.00, 00005.70, 00045.00, 00033.64,98655.41,14.31,0.97
556198, -00180.66,-00292.48, 00920.41,-00003.47,-00010.55, 00003.26,-00055.50, 00006.45, 00044.70, 00033.78,98650.30,14.31,0.97
556512, -00197.27,-00364.75, 00900.88,-00007.20, 00005.79,-00005.33,-00055.95, 00002.85, 00044.25, 00033.64,98647.47,14.31,0.97
556830, -00084.47,-00379.39, 00941.41,-00002.39,-00006.02,-00009.93,-00056.25, 00002.55, 00045.45, 00033.64,98649.82,14.31,0.97
557144, -00222.66,-00366.70, 00929.69,-00021.77, 00010.51, 00019.04,-00056.10, 00001.50, 00044.85, 00033.64,98654.41,14.31,0.97
557458, -00192.87,-00926.27, 00222.66,-00029.63, 00014.71,-00007.56,-00056.85,-00025.05, 00021.00, 00033.68,98648.24,14.31,0.97
557772, -00092.77,-00972.17, 00299.32, 00005.05, 00003.18, 00004.95,-00054.90,-00027.75, 00021.00, 00033.44,98652.34,14.31,0.97
558090, -00125.00,-00913.09, 00239.75, 00007.33,-00021.98,-00018.46,-00058.35,-00025.80, 00021.00, 00033.64,98646.99,14.31,0.97
558404, -00107.91,-00943.85, 00305.66, 00003.08, 00014.94, 00002.25,-00059.55,-00023.85, 00020.70, 00033.49,98648.56,14.31,0.97
558718,  00012.21,-00979.00, 00325.20,-00004.51,-00014.70,-00002.15,-00060.90,-00022.80, 00022.35, 00033.68,98646.14,14.31,0.97
559032, -00030.27,-01013.18, 00280.27, 00006.97, 00005.79, 00010.15,-00062.40,-00022.05, 00019.80, 00033.59,98633.70,14.31,0.97
559350,  00021.00,-01020.51, 00283.69,-00004.45, 00010.02,-00007.56,-00063.90,-00021.30, 00017.85, 00033.44,98657.22,14.31,0.97
559664,  00128.91,-00960.45, 00260.74, 00014.02, 00010.80, 00026.07,-00062.55,-00021.90, 00019.50, 00033.49,98649.70,14.31,0.97
559978, -00121.58,-00937.99, 00292.48, 00014.45,-00020.76, 00004.41,-00059.70,-00023.70, 00020.85, 00033.59,98643.91,14.31,0.97
560292, -00068.36,-00951.17, 00328.12,-00009.11, 00016.22, 00003.23,-00061.50,-00023.10, 00020.70, 00033.44,98644.53,14.31,0.97
560610,  00058.59,-00886.23, 00478.52, 00082.15,-00006.10, 00006.19,-00060.90,-00022.80, 00023.85, 00033.49,98659.41,14.31,0.97
560924, -00082.52,-00826.17, 00529.79, 00008.29,-00032.08,-00025.47,-00060.90,-00018.00, 00028.05, 00033.49,98644.84,14.31,0.97
561238,  00080.57,-00858.40, 00509.28,-00035.37,-00006.40,-00030.50,-00065.25,-00016.20, 00024.45, 00033.59,98643.55,14.31,0.97
561552,  00188.48,-00804.20, 00525.39, 00073.73, 00022.43, 00020.95,-00065.25,-00013.80, 00030.15, 00033.59,98650.85,14.31,0.97
561870 ,-00118.16,-00118.65, 01028.32, 00101.68,-00007.63, 00007.97,-00055.35, 00014.70, 00044.85, 00033.59,98648.66,14.31,0.97
562184 ,-00189.94,-00126.46, 01021.00, 00004.05, 00009.32,-00020.34,-00058.05, 00014.70, 00043.65, 00033.64,98641.34,14.31,0.97
562498 , 00112.30,-00209.47, 00916.99, 00013.81,-00005.76,-00004.61,-00058.20, 00011.70, 00044.70, 00033.68,98646.87,14.31,0.97
562812 ,-00106.45,-00243.65, 01019.04, 00003.55,-00019.92, 00006.47,-00058.95, 00011.25, 00043.95, 00033.35,98646.20,14.31,0.97
563130, -00078.12,-00330.08, 00887.70,-00036.09, 00012.05,-00001.40,-00060.60, 00008.25, 00039.90, 00033.59,98645.35,14.31,0.97
563444,  00081.05,-00456.54, 00971.68,-00005.08,-00003.89,-00007.13,-00060.60, 00002.25, 00041.85, 00033.49,98634.45,14.31,0.97
563758,  00064.94,-00394.53, 00920.90, 00038.56,-00042.26, 00018.60,-00063.15, 00001.35, 00037.05, 00033.44,98648.98,14.31,0.97
564072,  00178.22,-00587.89, 00857.91,-00004.84,-00002.40,-00011.11,-00066.60, 00000.90, 00033.00, 00033.35,98646.85,14.31,0.97
564390,  00354.98,-00511.23, 00789.06, 00005.37, 00015.96,-00011.00,-00068.55,-00001.35, 00032.55, 00033.59,98645.16,14.31,0.97
564704,  00193.36,-00490.23, 00853.03,-00001.22,-00035.34,-00006.88,-00066.90,-00001.35, 00035.25, 00033.64,99203.63,14.40,0.98
565018,  00377.44,-00579.10, 00786.13,-00003.28,-00010.32, 00001.36,-00070.05,-00001.35, 00027.60, 00033.44,100239.73,14.54,0.99
565332,  00326.17,-00649.41, 00716.31,-00015.68, 00003.10, 00011.31,-00072.00,-00002.10, 00028.05, 00033.64,100468.94,14.57,0.99
565650,  00366.21,-00605.96, 00789.55, 00011.38,-00005.54, 00002.25,-00069.60,-00002.85, 00031.80, 00033.16,100619.60,14.59,0.99
565964,  00368.65,-00566.41, 00696.78,-00012.34,-00027.71,-00000.76,-00073.05,-00001.35, 00025.05, 00033.49,100385.72,14.56,0.99
566278,  00361.82,-00537.60, 00817.87,-00007.88, 00021.12, 00009.42,-00070.05,-00001.35, 00026.55, 00033.49,100700.69,14.61,0.99
566592,  00403.32,-00514.16, 00730.96, 00000.88,-00006.65,-00012.25,-00070.05,-00000.90, 00027.60, 00033.49,101335.10,14.70,1.00
566910,  00436.04,-00477.05, 00631.35,-00005.03,-00006.84, 00011.47,-00068.70,-00000.30, 00023.25, 00033.35,102427.05,14.86,1.01
567224,  00510.25,-00555.66, 00635.25, 00004.73,-00011.08,-00011.73,-00070.95,-00001.50, 00021.45, 00033.59,102314.57,14.84,1.01
567538,  00578.61,-00579.10, 00606.93,-00007.14,-00006.31,-00010.18,-00071.55, 00001.65, 00017.85, 00033.44,102029.70,14.80,1.01
567852,  00583.01,-00543.46, 00617.19,-00004.72,-00001.93,-00008.00,-00072.15, 00003.45, 00019.95, 00033.59,101782.99,14.76,1.00
568170,  00637.21,-00487.79, 00644.04,-00000.22, 00001.39,-00004.51,-00071.40, 00003.15, 00019.20, 00033.44,102005.77,14.80,1.01
568484,  00638.18,-00479.49, 00611.82, 00000.23,-00002.99,-00001.88,-00069.90, 00004.65, 00021.45, 00033.64,101670.58,14.75,1.00
568798,  00588.38,-00495.12, 00625.00, 00004.01,-00005.42,-00007.53,-00070.95, 00005.10, 00019.95, 00033.49,102163.73,14.82,1.01
569116,  00642.09,-00422.85, 00683.11,-00005.49, 00000.63,-00006.57,-00072.30, 00008.85, 00020.55, 00033.68,100431.55,14.54,0.99
569430,  00620.61,-00424.80, 00719.24, 00001.92, 00000.69, 00000.10,-00072.30, 00009.75, 00020.10, 00033.59,101035.14,14.66,1.00
569744,  00622.56,-00417.97, 00695.80,-00003.05,-00005.19, 00006.51,-00072.45, 00009.90, 00021.45, 00033.35,101368.09,14.70,1.00
570058, 00619.14,-00387.70, 00673.83,-00002.32,-00001.83, 00004.44,-00072.75, 00007.35, 00021.30, 00033.35,100920.14,14.64,1.00
570376,  00627.93,-00420.41, 00688.96,-00006.66,-00005.15, 00003.25,-00072.90, 00007.05, 00020.70, 00033.16,101097.25,14.66,1.00
570690,  00646.00,-00440.92, 00675.78,-00003.19, 00001.42,-00006.31,-00072.45, 00007.95, 00021.00, 00033.49,101174.38,14.68,1.00
571004,  00603.03,-00324.71, 00702.64,-00008.25,-00004.31, 00003.02,-00072.30, 00008.55, 00020.10, 00033.49,101157.73,14.67,1.00
571318,  00600.59,-00423.83, 00604.98,-00012.14,-00016.56, 00009.67,-00073.05, 00007.65, 00019.05, 00033.78,101264.45,14.69,1.00
571636,  00715.33,-00409.18, 00599.12,-00000.53, 00008.60,-00032.80,-00073.50, 00009.30, 00019.05, 00033.64,102073.66,14.81,1.01
571950,  00682.62,-00356.93, 00590.82,-00039.60, 00005.98,-00021.82,-00069.90, 00009.90, 00022.50, 00033.59,99857.91,14.49,0.99
572264,  00631.35,-00367.68, 00665.04,-00032.47, 00019.65,-00027.63,-00068.25, 00013.05, 00026.70, 00033.78,100796.59,14.62,0.99
572578,  00572.27,-00416.99, 00712.89,-00027.37, 00028.98,-00036.93,-00065.25, 00012.30, 00032.70, 00033.68,100706.35,14.61,0.99
572896,  00604.00,-00256.84, 00729.49,-00041.76, 00022.87,-00025.38,-00059.40, 00014.10, 00037.50, 00033.35,100388.68,14.56,0.99
573210,  00338.87,-00435.55, 00849.61,-00014.11, 00053.15,-00063.44,-00054.15, 00013.05, 00041.40, 00033.49,100488.98,14.57,0.99
573524,  00421.39,-00372.56, 00836.91,-00038.60, 00062.67,-00062.59,-00046.95, 00012.30, 00044.85, 00033.25,100509.60,14.58,0.99
573838,  00496.09,-00171.87, 00994.14,-00036.72, 00032.28,-00031.56,-00040.65, 00010.95, 00050.25, 00033.30,100569.84,14.59,0.99
574156,  00534.67,-00294.43, 00698.73,-00013.40,-00000.56,-00084.23,-00037.35, 00007.05, 00050.85, 00033.35,100444.78,14.57,0.99
574470,  00573.73,-00175.29, 00782.71, 00024.28, 00078.12,-00108.63,-00037.05, 00003.90, 00050.55, 00033.49,101007.68,14.65,1.00
574784,  00309.08, 00176.76, 00883.30,-00017.61, 00005.11,-00035.63,-00033.00, 00010.95, 00051.75, 00033.59,100893.14,14.63,1.00
575098,  00306.64, 00446.29, 00799.80, 00026.67,-00011.84,-00031.64,-00033.30, 00018.00, 00054.45, 00033.49,100701.38,14.61,0.99
575412,  00269.53, 00565.43, 00808.59, 00029.98, 00011.85,-00035.36,-00033.90, 00022.20, 00053.55, 00033.59,100507.76,14.57,0.99
575727,  00245.12, 00546.87, 00791.99, 00015.02, 00002.25,-00002.72,-00033.15, 00027.45, 00053.55, 00033.44,100674.73,14.60,0.99
576041,  00182.62, 00656.25, 00741.70, 00014.13, 00001.06,-00008.84,-00034.65, 00031.05, 00053.55, 00033.44,100054.46,14.50,0.99
576355,  00180.66, 00688.96, 00681.15, 00009.38,-00005.88,-00010.00,-00032.85, 00032.55, 00054.30, 00033.49,98643.94,14.31,0.97
576673,  00136.72, 00703.12, 00682.13, 00004.03,-00005.61,-00005.05,-00033.60, 00036.60, 00055.05, 00033.49,98641.38,14.31,0.97
576987,  00100.10, 00774.41, 00600.10, 00008.59, 00002.94,-00010.38,-00034.95, 00039.60, 00054.00, 00033.49,98634.41,14.31,0.97
577301,  00108.89, 00820.80, 00629.39,-00006.71, 00009.82, 00008.60,-00032.85, 00038.55, 00054.60, 00033.49,98651.60,14.31,0.97
577615,  00088.38, 00783.20, 00643.55, 00009.78, 00004.41,-00003.35,-00033.30, 00038.40, 00053.70, 00033.25,98628.29,14.31,0.97
577933,  00102.54, 00781.74, 00614.26, 00001.61, 00004.97, 00000.82,-00033.75, 00038.70, 00054.90, 00033.44,98694.55,14.31,0.97
578247,  00089.84, 00735.35, 00565.43, 00011.62, 00009.29,-00001.56,-00033.00, 00040.80, 00052.50, 00033.44,98604.89,14.31,0.97
578561,  00010.74, 00897.46, 00551.27, 00008.33, 00006.70,-00005.62,-00029.70, 00043.80, 00050.55, 00033.35,98756.67,14.33,0.98
578875,  00150.39, 00874.02, 00541.99, 00007.39,-00013.03, 00004.27,-00030.30, 00044.70, 00050.25, 00033.49,98719.43,14.32,0.97
579193 ,-00007.32, 00860.84, 00446.78, 00004.42, 00014.80,-00012.45,-00028.95, 00048.15, 00050.10, 00033.44,98665.21,14.31,0.97
579507, -00070.80, 00782.71, 00452.15,-00006.01,-00000.58, 00002.69,-00026.85, 00048.30, 00047.70, 00033.11,98649.76,14.31,0.97
579821, -00045.41, 00866.21, 00460.94,-00001.68,-00002.05,-00000.36,-00027.00, 00048.90, 00049.35, 00033.49,98633.54,14.31,0.97
580135, -00040.04, 00878.42, 00467.29,-00002.90,-00000.61,-00001.67,-00026.85, 00048.00, 00049.20, 00033.59,98627.77,14.31,0.97
580453, -00041.02, 00875.49, 00462.40, 00000.99,-00000.82, 00001.99,-00026.10, 00051.15, 00048.45, 00033.49,98623.30,14.30,0.97
