Test12.txt File Created
IMU Output: Scaled
Acc (mg) X, Y, Z, Gyr (DPS) X, Y, Z, Mag (uT) X, Y, Z, Temp, Pa, PSI, atm
655472  00227.78, 00820.31, 00659.42,-00014.15,-00003.53, 00011.43, 00000.00, 00000.00, 00000.00, 00033.59,99512.00,14.44,0.98
655786  00327.64, 00680.91, 00623.54, 00000.60,-00013.22,-00011.54, 00000.00, 00000.00, 00000.00, 00033.59,99528.41,14.43,0.98
656104  00275.63, 00771.97, 00595.95, 00004.41, 00000.16,-00005.08, 00000.00, 00000.00, 00000.00, 00033.68,99485.16,14.43,0.98
656418  00191.89, 00728.52, 00590.09,-00001.09,-00003.25,-00004.88, 00000.00, 00000.00, 00000.00, 00033.64,99514.20,14.43,0.98
656732  00250.00, 00737.30, 00612.79, 00004.99,-00003.45,-00000.26, 00000.00, 00000.00, 00000.00, 00033.64,99520.58,14.44,0.98
657046  00263.92, 00737.06, 00594.48, 00000.62,-00005.11, 00000.53, 00000.00, 00000.00, 00000.00, 00033.59,99521.34,14.43,0.98
657364  00242.19, 00730.71, 00641.11,-00013.37, 00003.66, 00000.05, 00000.00, 00000.00, 00000.00, 00033.44,99514.00,14.43,0.98
657677  00275.39, 00669.43, 00658.69,-00006.36,-00000.31, 00002.82, 00000.00, 00000.00, 00000.00, 00033.68,99520.87,14.43,0.98
657991  00262.21, 00621.83, 00748.29,-00065.56,-00000.34, 00006.89, 00000.00, 00000.00, 00000.00, 00033.64,99507.83,14.43,0.98
658305  00223.63, 00151.12, 00937.26,-00084.17, 00005.92,-00004.46, 00000.00, 00000.00, 00000.00, 00033.59,99521.13,14.43,0.98
658622  00322.27,-00208.25, 00936.77,-00027.61,-00006.66,-00004.34, 00000.00, 00000.00, 00000.00, 00033.64,99511.30,14.43,0.98
658935  00249.02,-00358.64, 00896.00,-00013.40,-00000.82, 00000.66, 00000.00, 00000.00, 00000.00, 00033.68,99515.23,14.43,0.98
659249  00288.82,-00349.12, 00903.08,-00006.18,-00004.04, 00004.88, 00000.00, 00000.00, 00000.00, 00033.44,99507.70,14.43,0.98
659563  00264.89,-00353.27, 00889.65, 00006.29, 00001.69,-00002.05, 00000.00, 00000.00, 00000.00, 00033.35,99490.66,14.43,0.98
659887  00271.97,-00265.38, 00854.25, 00001.86, 00002.72, 00008.44, 00000.00, 00000.00, 00000.00, 00033.49,99508.09,14.43,0.98
660200  00318.85,-00308.35, 00918.95,-00006.31,-00000.60, 00000.47, 00000.00, 00000.00, 00000.00, 00033.68,99512.70,14.43,0.98
660514  00299.07,-00318.85, 00881.84, 00000.47,-00000.26, 00003.21, 00000.00, 00000.00, 00000.00, 00033.78,99524.51,14.44,0.98
660828  00271.48,-00309.81, 00898.93, 00007.02,-00000.05,-00003.83, 00000.00, 00000.00, 00000.00, 00033.44,99523.13,14.44,0.98
661146  00272.71,-00337.89, 00923.34,-00003.58,-00001.54,-00004.95, 00000.00, 00000.00, 00000.00, 00033.16,99441.49,14.42,0.98
661459  00317.87,-00353.76, 00906.98, 00001.56,-00000.79,-00007.45, 00000.00, 00000.00, 00000.00, 00033.49,99458.59,14.44,0.98
661773  00301.03,-00254.88, 00920.17, 00019.92, 00002.67, 00005.17, 00000.00, 00000.00, 00000.00, 00033.35,99635.09,14.54,0.99
662087  00260.99,-00172.36, 00946.04, 00024.73, 00000.37,-00005.65, 00000.00, 00000.00, 00000.00, 00033.68,99887.87,14.47,0.98
662405  00310.55,-00078.61, 00954.10, 00039.20,-00002.05,-00007.47, 00000.00, 00000.00, 00000.00, 00033.68,99514.91,14.43,0.98
662719  00313.23, 00106.20, 00960.69, 00005.27, 00004.85,-00004.25, 00000.00, 00000.00, 00000.00, 00033.44,99511.88,14.43,0.98
663033  00296.39, 00191.65, 00924.07, 00039.79, 00007.85, 00000.26, 00000.00, 00000.00, 00000.00, 00033.78,99542.74,14.44,0.98
663347  00239.01, 00513.18, 00812.01, 00077.60, 00001.95,-00007.87, 00000.00, 00000.00, 00000.00, 00033.44,99446.48,14.42,0.98
663664  00243.41, 00653.32, 00655.27, 00018.97, 00005.66, 00000.60, 00000.00, 00000.00, 00000.00, 00033.59,99523.09,14.43,0.98
663977  00297.12, 00710.21, 00609.86, 00009.20, 00002.87, 00002.10, 00000.00, 00000.00, 00000.00, 00033.64,99564.70,14.44,0.98
664291  00245.85, 00769.29, 00570.07,-00005.06, 00000.12, 00000.74, 00000.00, 00000.00, 00000.00, 00033.49,99536.54,14.43,0.98
664604  00203.12, 00782.96, 00593.75, 00003.92,-00008.68,-00002.28, 00000.00, 00000.00, 00000.00, 00033.49,99554.76,14.44,0.98
664921  00226.81, 00741.46, 00582.52,-00004.11, 00005.56, 00005.11, 00000.00, 00000.00, 00000.00, 00033.35,99425.84,14.42,0.98
665234  00298.58, 00717.29, 00658.94,-00009.11,-00000.61, 00004.40, 00000.00, 00000.00, 00000.00, 00033.35,99512.25,14.43,0.98
665548  00254.39, 00726.32, 00597.17, 00002.82, 00001.03,-00000.46, 00000.00, 00000.00, 00000.00, 00033.44,99518.43,14.44,0.98
665862  00267.58, 00703.61, 00585.94,-00001.97,-00001.74,-00005.48, 00000.00, 00000.00, 00000.00, 00033.64,99508.47,14.43,0.98
666179  00204.10, 00711.91, 00631.35,-00009.39, 00003.52, 00002.92, 00000.00, 00000.00, 00000.00, 00033.59,99504.85,14.43,0.98
666492  00237.06, 00684.08, 00654.79,-00003.47, 00002.56, 00003.61, 00000.00, 00000.00, 00000.00, 00033.35,99513.81,14.43,0.98
666806  00298.10, 00577.15, 00758.06,-00030.02,-00002.31, 00003.56, 00000.00, 00000.00, 00000.00, 00033.44,99509.66,14.43,0.98
667120  00247.07, 00279.05, 00962.40,-00080.93,-00010.02,-00001.45, 00000.00, 00000.00, 00000.00, 00033.64,99505.28,14.43,0.98
667438  00306.15,-00073.00, 00917.24,-00043.03,-00001.34,-00002.97, 00000.00, 00000.00, 00000.00, 00033.44,99512.50,14.43,0.98
667751  00188.72,-00307.13, 00896.97,-00023.61, 00010.95, 00000.93, 00000.00, 00000.00, 00000.00, 00033.49,99514.46,14.43,0.98
668065  00240.72,-00078.86, 00949.46,-00007.56, 00019.83, 00002.67, 00000.00, 00000.00, 00000.00, 00033.49,99516.63,14.43,0.98
668379  00269.78,-00266.36, 00886.47, 00011.47,-00006.77, 00006.98, 00000.00, 00000.00, 00000.00, 00033.64,99518.20,14.43,0.98
668696  00267.58,-00306.88, 00890.87,-00005.07, 00000.38,-00005.23, 00000.00, 00000.00, 00000.00, 00033.35,99522.17,14.44,0.98
669009  00286.62,-00362.79, 00887.94,-00002.60,-00001.63,-00004.20, 00000.00, 00000.00, 00000.00, 00033.44,99506.98,14.43,0.98
669323  00277.34,-00379.15, 00863.04, 00002.95, 00004.09,-00002.57, 00000.00, 00000.00, 00000.00, 00033.30,99523.91,14.43,0.98
669637  00294.68,-00332.76, 00883.79,-00001.70,-00008.41, 00009.60, 00000.00, 00000.00, 00000.00, 00033.49,99488.02,14.43,0.98
669961  00270.26,-00288.82, 00910.89, 00000.54, 00003.13,-00007.76, 00000.00, 00000.00, 00000.00, 00033.49,99481.06,14.43,0.98
670274  00301.51,-00274.66, 00871.58,-00001.02, 00001.02, 00000.11, 00000.00, 00000.00, 00000.00, 00033.59,99510.46,14.43,0.98
670588  00367.43,-00403.56, 00880.62,-00000.44,-00000.25,-00006.85, 00000.00, 00000.00, 00000.00, 00033.64,99518.66,14.44,0.98
670902  00261.72,-00293.70, 00894.29, 00015.29, 00006.24,-00005.02, 00000.00, 00000.00, 00000.00, 00033.59,99517.92,14.44,0.98
671219  00280.03,-00269.29, 00942.14, 00027.00, 00011.80, 00002.34, 00000.00, 00000.00, 00000.00, 00033.25,99519.64,14.44,0.98
671532  00286.87,-00134.03, 00891.60,-00002.83, 00004.12,-00000.63, 00000.00, 00000.00, 00000.00, 00033.25,99517.98,14.43,0.98
671846  00296.63,-00152.10, 00947.27, 00024.06,-00004.50,-00001.76, 00000.00, 00000.00, 00000.00, 00033.68,99521.36,14.44,0.98
672160  00315.19, 00092.77, 00952.64, 00039.73, 00002.88,-00011.76, 00000.00, 00000.00, 00000.00, 00033.44,99511.14,14.43,0.98
672478  00190.19, 00262.70, 00894.04, 00059.44, 00005.98,-00005.95, 00000.00, 00000.00, 00000.00, 00033.49,99512.86,14.44,0.98
672791  00253.91, 00594.73, 00792.24, 00008.19, 00000.96, 00005.64, 00000.00, 00000.00, 00000.00, 00033.35,99483.14,14.43,0.98
673104  00249.76, 00656.74, 00665.04, 00046.21,-00001.52,-00004.53, 00000.00, 00000.00, 00000.00, 00033.35,99550.60,14.44,0.98
673417  00264.65, 00728.76, 00554.20, 00002.79,-00005.75,-00005.05, 00000.00, 00000.00, 00000.00, 00033.49,99567.47,14.44,0.98
673734  00295.17, 00762.21, 00620.12, 00000.81,-00006.31,-00005.17, 00000.00, 00000.00, 00000.00, 00033.49,99549.19,14.44,0.98
674047  00217.53, 00808.59, 00581.79,-00001.11, 00002.34, 00000.76, 00000.00, 00000.00, 00000.00, 00033.35,99533.00,14.42,0.98
674361  00296.39, 00705.57, 00602.78,-00001.77,-00000.02, 00002.10, 00000.00, 00000.00, 00000.00, 00033.44,99590.53,14.45,0.98
674675  00349.85, 00720.70, 00575.68,-00003.67, 00005.16,-00007.96, 00000.00, 00000.00, 00000.00, 00033.64,99502.40,14.43,0.98
674992  00239.01, 00761.47, 00647.95,-00008.30,-00010.02,-00008.44, 00000.00, 00000.00, 00000.00, 00033.35,99652.67,14.45,0.98
675305  00206.30, 00700.20, 00635.50,-00003.61, 00005.08, 00000.91, 00000.00, 00000.00, 00000.00, 00033.35,99518.73,14.43,0.98
675619  00284.91, 00655.27, 00645.02,-00001.07,-00000.15,-00000.10, 00000.00, 00000.00, 00000.00, 00033.35,99354.25,14.41,0.98
675933  00338.87, 00657.71, 00704.35,-00037.87, 00002.69,-00001.50, 00000.00, 00000.00, 00000.00, 00033.64,99511.50,14.43,0.98
676250  00290.77, 00203.37, 00952.64,-00081.93,-00006.15,-00005.31, 00000.00, 00000.00, 00000.00, 00033.49,99513.20,14.43,0.98
676563  00247.80,-00197.02, 00925.54,-00145.76,-00009.00,-00002.47, 00000.00, 00000.00, 00000.00, 00033.35,99508.87,14.44,0.98
676877  00287.84,-00550.05, 00891.11,-00007.78,-00003.15,-00014.46, 00000.00, 00000.00, 00000.00, 00033.35,99571.09,14.44,0.98
677191  00298.83,-00543.21, 00782.47, 00008.62,-00013.41, 00004.37, 00000.00, 00000.00, 00000.00, 00033.49,99524.09,14.43,0.98
677509  00252.20,-00411.87, 00809.81,-00002.11, 00008.46,-00004.18, 00000.00, 00000.00, 00000.00, 00033.11,99511.17,14.43,0.98
677822  00245.36,-00363.04, 00902.83, 00071.40, 00002.69,-00010.60, 00000.00, 00000.00, 00000.00, 00033.68,99517.33,14.43,0.98
678135  00311.77,-00040.28, 00976.07, 00039.92,-00000.58, 00009.91, 00000.00, 00000.00, 00000.00, 00033.25,99516.83,14.43,0.98
678448  00295.65, 00111.57, 00919.19, 00042.56, 00009.50,-00010.02, 00000.00, 00000.00, 00000.00, 00033.35,99513.55,14.43,0.98
678765  00231.20, 00310.06, 00879.15, 00073.27,-00003.24,-00012.18, 00000.00, 00000.00, 00000.00, 00033.44,99403.21,14.42,0.98
679078  00224.85, 00738.28, 00615.23, 00061.99, 00019.66, 00001.27, 00000.00, 00000.00, 00000.00, 00033.44,99479.70,14.43,0.98
679391  00271.24, 00819.82, 00522.22,-00001.92, 00011.47, 00003.80, 00000.00, 00000.00, 00000.00, 00033.59,99502.17,14.43,0.98
679704  00168.46, 00802.00, 00488.77,-00015.85,-00008.70,-00005.69, 00000.00, 00000.00, 00000.00, 00033.44,99525.38,14.43,0.98
680028  00177.25, 00794.92, 00566.16,-00008.80,-00003.25, 00001.75, 00000.00, 00000.00, 00000.00, 00033.30,99517.49,14.43,0.98
680341  00202.64, 00604.25, 00743.16,-00117.36, 00005.77, 00011.87, 00000.00, 00000.00, 00000.00, 00033.59,99518.98,14.43,0.98
680654  00291.75,-00059.81, 00952.88,-00095.52, 00002.64,-00012.52, 00000.00, 00000.00, 00000.00, 00033.35,99519.43,14.43,0.98
680968  00266.11,-00488.77, 00793.21,-00062.54,-00003.40,-00004.89, 00000.00, 00000.00, 00000.00, 00033.44,99514.66,14.43,0.98
681285  00228.27,-00646.97, 00938.23, 00011.17,-00023.58,-00023.16, 00000.00, 00000.00, 00000.00, 00033.49,99520.87,14.43,0.98
681599  00298.34,-00388.18, 00848.88, 00037.37, 00029.47, 00027.42, 00000.00, 00000.00, 00000.00, 00033.16,99517.09,14.44,0.98
681913  00101.81, 00092.53, 00875.00, 00105.97,-00028.72,-00003.56, 00000.00, 00000.00, 00000.00, 00033.44,99520.44,14.43,0.98
682227  00118.16, 00479.98, 00881.10, 00110.44,-00037.26,-00010.96, 00000.00, 00000.00, 00000.00, 00033.59,99520.26,14.43,0.98
682545  00149.17, 00676.76, 00729.98,-00041.19, 00008.25, 00006.76, 00000.00, 00000.00, 00000.00, 00033.59,99517.52,14.44,0.98
682858  00161.87, 00254.39, 00833.50,-00126.84,-00006.12,-00025.50, 00000.00, 00000.00, 00000.00, 00033.44,99518.52,14.43,0.98
683172  00128.66,-00306.40, 01138.18,-00031.36,-00002.70,-00007.63, 00000.00, 00000.00, 00000.00, 00033.16,99510.58,14.43,0.98
683486  00139.16,-00262.21, 00808.59,-00001.56, 00014.24, 00019.45, 00000.00, 00000.00, 00000.00, 00033.16,99474.00,14.43,0.98
683804  00122.80,-00288.82, 00977.05,-00048.09,-00041.44,-00017.11, 00000.00, 00000.00, 00000.00, 00033.49,100244.68,14.55,0.99
684118  00298.34,-00405.27, 00891.85,-00035.55,-00003.08, 00002.78, 00000.00, 00000.00, 00000.00, 00033.35,102153.41,14.83,1.01
684432  00243.65,-00401.61, 00854.98,-00022.24,-00008.13,-00008.79, 00000.00, 00000.00, 00000.00, 00033.44,103029.38,14.94,1.02
684746  00253.17,-00512.21, 00804.69,-00008.68, 00001.12,-00001.40, 00000.00, 00000.00, 00000.00, 00033.35,104228.90,15.11,1.03
685064  00191.16,-00630.37, 00691.89,-00026.65, 00010.80, 00002.67, 00000.00, 00000.00, 00000.00, 00033.44,104021.58,15.09,1.03
685377  00242.92,-00670.17, 00748.78, 00006.31,-00009.89, 00009.09, 00000.00, 00000.00, 00000.00, 00033.44,103261.59,14.97,1.02
685691  00277.59,-00519.29, 00768.07,-00000.49,-00026.08,-00005.92, 00000.00, 00000.00, 00000.00, 00033.30,102139.17,14.81,1.01
686009  00203.86,-00493.65, 00783.20, 00011.85,-00000.81, 00000.04, 00000.00, 00000.00, 00000.00, 00033.35,102570.51,14.88,1.01
686322  00269.53,-00561.28, 00748.54,-00014.49, 00005.14,-00011.95, 00000.00, 00000.00, 00000.00, 00033.35,102350.76,14.83,1.01
686636  00311.28,-00637.45, 00752.69,-00033.46, 00013.70,-00020.82, 00000.00, 00000.00, 00000.00, 00033.35,99443.16,14.43,0.98
686950  00284.42,-00432.13, 00823.73, 00030.57,-00002.73, 00018.47, 00000.00, 00000.00, 00000.00, 00033.44,99508.73,14.44,0.98
687268  00282.96,-00602.29, 00722.90,-00010.04, 00030.36,-00024.19, 00000.00, 00000.00, 00000.00, 00033.68,99519.71,14.44,0.98
687581  00305.18,-00561.28, 00764.89, 00010.30, 00002.63, 00006.95, 00000.00, 00000.00, 00000.00, 00033.49,99497.23,14.43,0.98
687895  00356.69,-00477.29, 00795.65, 00015.31,-00009.08, 00007.27, 00000.00, 00000.00, 00000.00, 00033.35,99519.16,14.44,0.98
688209  00327.39,-00484.86, 00808.84, 00011.79,-00018.86, 00020.61, 00000.00, 00000.00, 00000.00, 00033.59,101464.34,14.74,1.01
688523  00330.08,-00476.07, 00820.80,-00002.11, 00000.40, 00012.63, 00000.00, 00000.00, 00000.00, 00033.44,109009.49,15.82,1.08
688837  00284.91,-00505.62, 00808.59,-00006.16, 00000.48,-00000.85, 00000.00, 00000.00, 00000.00, 00033.44,109517.09,15.88,1.08
689151  00306.15,-00474.12, 00815.43, 00006.18,-00002.21, 00002.39, 00000.00, 00000.00, 00000.00, 00033.44,102530.44,14.88,1.01
689465  00279.79,-00786.38, 00674.32, 00090.56,-00011.31, 00021.73, 00000.00, 00000.00, 00000.00, 00033.30,106651.27,15.47,1.05
689790  00288.82, 00161.87, 00909.91, 00174.09, 00018.95,-00019.71, 00000.00, 00000.00, 00000.00, 00033.44,107008.89,15.52,1.06
690103  00160.40, 00833.25, 00669.43, 00050.86,-00010.15, 00005.31, 00000.00, 00000.00, 00000.00, 00033.35,106383.99,15.42,1.05
690417  00127.44, 00624.27, 00742.92,-00001.83, 00019.11,-00003.33, 00000.00, 00000.00, 00000.00, 00033.35,103635.79,15.03,1.02
690731  00265.62, 00747.56, 00567.38, 00022.28, 00012.63,-00005.98, 00000.00, 00000.00, 00000.00, 00033.35,104047.30,15.10,1.03
691049  00230.71, 00616.70, 00689.70,-00169.61, 00047.71, 00051.95, 00000.00, 00000.00, 00000.00, 00033.35,99533.00,14.44,0.98
691362  00313.72,-00621.09, 00790.28,-00067.02,-00006.27,-00034.18, 00000.00, 00000.00, 00000.00, 00033.35,101653.91,14.78,1.01
691676  00267.82,-00522.95, 00787.35,-00017.27, 00005.83, 00002.81, 00000.00, 00000.00, 00000.00, 00033.25,103481.49,15.00,1.02
691990  00298.10,-00607.18, 00756.35,-00001.56, 00004.03, 00000.20, 00000.00, 00000.00, 00000.00, 00033.25,99493.15,14.43,0.98
692308  00294.92,-00564.21, 00760.01,-00001.68,-00004.82, 00002.82, 00000.00, 00000.00, 00000.00, 00033.30,99490.13,14.43,0.98
692621  00337.40,-00554.69, 00775.88, 00014.90,-00000.63, 00007.76, 00000.00, 00000.00, 00000.00, 00033.25,99503.02,14.43,0.98
692935  00379.39,-00581.54, 00741.70,-00006.95, 00005.26,-00008.31, 00000.00, 00000.00, 00000.00, 00033.64,99516.45,14.43,0.98
693249  00321.78,-00531.49, 00771.00,-00000.51,-00000.10, 00004.06, 00000.00, 00000.00, 00000.00, 00033.44,99516.60,14.43,0.98
693567  00356.45,-00578.61, 00741.21,-00003.33,-00011.72, 00000.77, 00000.00, 00000.00, 00000.00, 00033.49,99508.45,14.43,0.98
693880  00369.38,-00658.69, 00706.30,-00022.67, 00001.04,-00018.62, 00000.00, 00000.00, 00000.00, 00033.49,99505.57,14.43,0.98
694180 Single button click acknowledged, data collection ENDED for file: Test12.txt
