Test11.txt File Created
IMU Output: Scaled
Acc (mg) X, Y, Z, Gyr (DPS) X, Y, Z, Mag (uT) X, Y, Z, Temp, Pa, PSI, atm
589553  00305.66, 00310.06, 00869.38,-00004.47, 00002.90, 00000.50, 00000.00, 00000.00, 00000.00, 00033.83,99544.50,14.44,0.98
589867  00320.31, 00323.24, 00862.06, 00005.89, 00000.45, 00003.94, 00000.00, 00000.00, 00000.00, 00033.30,99548.45,14.44,0.98
590181  00391.36, 00361.82, 00846.92, 00001.25, 00002.00, 00001.89, 00000.00, 00000.00, 00000.00, 00033.59,99553.84,14.44,0.98
590495  00364.50, 00361.08, 00872.31, 00003.45,-00005.44,-00003.32, 00000.00, 00000.00, 00000.00, 00033.49,99548.23,14.44,0.98
590820  00367.68, 00371.09, 00836.18, 00005.31,-00009.56,-00010.53, 00000.00, 00000.00, 00000.00, 00033.59,99549.80,14.44,0.98
591134  00290.77, 00401.86, 00822.27,-00000.37, 00001.58,-00004.76, 00000.00, 00000.00, 00000.00, 00033.68,99537.17,14.44,0.98
591448  00350.59, 00441.65, 00796.63, 00023.05, 00001.63, 00001.23, 00000.00, 00000.00, 00000.00, 00033.49,99536.98,14.44,0.98
591762  00395.75, 00548.34, 00729.49, 00029.90,-00006.55, 00005.04, 00000.00, 00000.00, 00000.00, 00033.59,99543.09,14.44,0.98
592080  00344.48, 00958.25, 00285.64, 00088.08,-00012.79,-00011.41, 00000.00, 00000.00, 00000.00, 00033.68,99545.13,14.44,0.98
592394  00381.10, 00938.23, 00152.59, 00017.44, 00002.78,-00002.38, 00000.00, 00000.00, 00000.00, 00033.59,99526.09,14.44,0.98
592708  00317.38, 01000.00,-00059.08, 00052.12,-00009.71, 00005.60, 00000.00, 00000.00, 00000.00, 00033.64,99544.68,14.44,0.98
593022  00323.49, 00948.97,-00299.07, 00032.05, 00005.18,-00002.74, 00000.00, 00000.00, 00000.00, 00033.78,99536.03,14.44,0.98
593340  00382.32, 00810.30,-00473.63, 00047.95,-00007.89,-00000.68, 00000.00, 00000.00, 00000.00, 00033.78,99546.38,14.44,0.98
593653  00394.53, 00804.20,-00445.07,-00017.13, 00005.23,-00001.29, 00000.00, 00000.00, 00000.00, 00033.68,99529.52,14.44,0.98
593967  00359.86, 00804.20,-00420.17,-00011.12, 00000.82, 00000.06, 00000.00, 00000.00, 00000.00, 00033.68,99522.11,14.44,0.98
594281  00299.32, 00814.94,-00405.52,-00014.83, 00009.24,-00002.74, 00000.00, 00000.00, 00000.00, 00033.49,99539.41,14.44,0.98
594598  00373.29, 00914.06, 00035.40,-00069.08, 00018.79, 00005.04, 00000.00, 00000.00, 00000.00, 00033.59,99518.52,14.44,0.98
594911  00401.12, 00854.00, 00318.85,-00026.82, 00013.60, 00001.39, 00000.00, 00000.00, 00000.00, 00033.59,99537.51,14.44,0.98
595225  00415.04, 00659.91, 00593.75,-00045.32,-00005.69,-00009.51, 00000.00, 00000.00, 00000.00, 00033.35,99548.58,14.44,0.98
595539  00362.55, 00573.73, 00706.05,-00009.26, 00001.73,-00003.07, 00000.00, 00000.00, 00000.00, 00033.64,99544.18,14.44,0.98
595857  00315.92, 00550.05, 00730.96,-00014.02, 00003.36,-00000.72, 00000.00, 00000.00, 00000.00, 00033.49,99540.48,14.44,0.98
596171  00377.44, 00480.47, 00840.09,-00015.56,-00002.21,-00000.51, 00000.00, 00000.00, 00000.00, 00033.49,99543.52,14.44,0.98
596485  00426.51, 00386.47, 00809.81,-00007.63, 00000.60, 00000.03, 00000.00, 00000.00, 00000.00, 00033.64,99519.68,14.44,0.98
596799  00387.45, 00343.75, 00847.66,-00010.76,-00002.76,-00006.15, 00000.00, 00000.00, 00000.00, 00033.49,99543.98,14.44,0.98
597117  00314.21, 00365.23, 00874.02, 00007.14,-00005.75,-00000.87, 00000.00, 00000.00, 00000.00, 00033.44,99553.25,14.44,0.98
597430  00369.63, 00581.05, 00670.90, 00127.84,-00012.54,-00008.50, 00000.00, 00000.00, 00000.00, 00033.68,99506.98,14.43,0.98
597744  00425.54, 00908.94, 00072.02, 00102.02,-00010.62,-00014.08, 00000.00, 00000.00, 00000.00, 00033.64,99521.24,14.43,0.98
598058  00362.06, 00824.22,-00341.80, 00058.94,-00016.80, 00011.28, 00000.00, 00000.00, 00000.00, 00033.64,99513.84,14.43,0.98
598376  00385.50, 00849.37,-00417.24,-00004.34,-00006.85, 00006.73, 00000.00, 00000.00, 00000.00, 00033.49,99509.20,14.43,0.98
598689  00396.73, 00825.93,-00476.56, 00012.56, 00004.93,-00002.47, 00000.00, 00000.00, 00000.00, 00033.44,99508.59,14.43,0.98
599003  00422.85, 00778.81,-00426.27,-00017.24, 00014.15,-00006.36, 00000.00, 00000.00, 00000.00, 00033.68,99502.08,14.43,0.98
599317  00417.72, 00808.35,-00389.40,-00012.82,-00003.39, 00002.44, 00000.00, 00000.00, 00000.00, 00033.59,99493.54,14.43,0.98
599635  00339.60, 00874.27,-00340.82,-00009.30,-00000.98, 00001.24, 00000.00, 00000.00, 00000.00, 00033.49,99522.75,14.43,0.98
599948  00416.50, 00804.20,-00357.42,-00001.92, 00008.58,-00007.98, 00000.00, 00000.00, 00000.00, 00033.64,99526.98,14.44,0.98
600262  00456.54, 00798.58,-00090.09,-00095.68, 00018.15, 00000.00, 00000.00, 00000.00, 00000.00, 00033.64,99515.20,14.43,0.98
600576  00404.05, 00754.39, 00454.59,-00060.84, 00001.37, 00006.73, 00000.00, 00000.00, 00000.00, 00033.59,99501.70,14.43,0.98
600900  00436.77, 00556.64, 00731.93,-00069.37, 00014.88,-00008.47, 00000.00, 00000.00, 00000.00, 00033.64,99518.93,14.43,0.98
601213  00261.96, 00320.31, 00881.84,-00021.98, 00007.93,-00009.60, 00000.00, 00000.00, 00000.00, 00033.78,99510.85,14.43,0.98
601527  00222.17, 00342.04, 00879.64, 00024.85,-00007.79,-00005.40, 00000.00, 00000.00, 00000.00, 00033.49,99494.01,14.43,0.98
601841  00328.86, 00625.00, 00597.17, 00118.98, 00005.61, 00004.82, 00000.00, 00000.00, 00000.00, 00033.35,99490.50,14.43,0.98
602158  00371.58, 00920.90, 00225.10, 00048.41, 00016.44, 00005.56, 00000.00, 00000.00, 00000.00, 00033.35,99500.45,14.43,0.98
602471  00351.56, 00985.11, 00009.77, 00034.95,-00018.69, 00009.41, 00000.00, 00000.00, 00000.00, 00033.35,99534.91,14.44,0.98
602785  00314.45, 00989.26, 00023.68,-00057.66, 00009.54, 00014.03, 00000.00, 00000.00, 00000.00, 00033.49,99521.34,14.44,0.98
603099  00300.05, 00717.29, 00615.97,-00140.00, 00010.31, 00008.69, 00000.00, 00000.00, 00000.00, 00033.64,99517.88,14.44,0.98
603417  00236.08, 00470.70, 00610.35,-00002.71, 00012.79,-00020.50, 00000.00, 00000.00, 00000.00, 00033.59,99518.02,14.44,0.98
603730  00358.15, 00561.77, 00801.51, 00012.27,-00038.74, 00034.95, 00000.00, 00000.00, 00000.00, 00033.25,99519.19,14.43,0.98
604044  00463.38, 00871.09, 00366.94, 00135.58, 00024.83,-00014.74, 00000.00, 00000.00, 00000.00, 00033.68,99505.35,14.43,0.98
604358  00315.19, 00864.75,-00135.74, 00040.51, 00012.68,-00015.37, 00000.00, 00000.00, 00000.00, 00033.44,99490.66,14.43,0.98
604676  00282.71, 00933.11,-00079.35, 00009.16,-00015.10, 00012.97, 00000.00, 00000.00, 00000.00, 00033.64,99491.60,14.43,0.98
604989  00304.20, 00912.11,-00091.55,-00014.97, 00003.39,-00000.87, 00000.00, 00000.00, 00000.00, 00033.44,99518.02,14.43,0.98
605303  00352.78, 00925.78, 00176.76,-00099.86,-00002.02,-00011.65, 00000.00, 00000.00, 00000.00, 00033.16,99519.00,14.43,0.98
605617  00368.90, 00745.85, 00688.23,-00018.25,-00026.17, 00008.82, 00000.00, 00000.00, 00000.00, 00033.49,99519.64,14.43,0.98
605935  00263.92, 00539.55, 00611.08,-00000.06,-00013.02,-00004.72, 00000.00, 00000.00, 00000.00, 00033.59,99482.38,14.43,0.98
606248  00349.85, 00479.49, 00819.34, 00025.68,-00010.86,-00021.95, 00000.00, 00000.00, 00000.00, 00033.35,100215.15,14.55,0.99
606562  00291.50, 00583.01, 00787.11,-00018.73,-00014.81, 00012.33, 00000.00, 00000.00, 00000.00, 00033.44,103033.18,14.94,1.02
606880  00298.10, 00525.63, 00752.93,-00012.38,-00015.92,-00003.38, 00000.00, 00000.00, 00000.00, 00033.59,102802.54,14.91,1.01
607192  00366.70, 00496.09, 00761.47, 00005.60,-00000.17,-00000.69, 00000.00, 00000.00, 00000.00, 00033.44,104479.45,15.16,1.03
607505  00381.84, 00486.57, 00831.05, 00026.15, 00007.47, 00006.07, 00000.00, 00000.00, 00000.00, 00033.64,100883.84,14.62,0.99
607819  00333.98, 00467.29, 00819.58, 00018.63,-00006.35, 00002.92, 00000.00, 00000.00, 00000.00, 00033.64,103165.34,14.97,1.02
608137  00380.86, 00558.11, 00770.26, 00013.53,-00009.98, 00005.02, 00000.00, 00000.00, 00000.00, 00033.44,104732.63,15.20,1.03
608450  00372.07, 00595.46, 00701.90, 00001.29,-00000.69, 00002.73, 00000.00, 00000.00, 00000.00, 00033.44,102934.98,14.93,1.02
608764  00433.11, 00595.21, 00692.14, 00003.11,-00000.24,-00000.18, 00000.00, 00000.00, 00000.00, 00033.59,102269.85,14.83,1.01
609078  00375.73, 00608.40, 00670.65,-00004.86,-00005.19, 00001.50, 00000.00, 00000.00, 00000.00, 00033.68,99505.06,14.44,0.98
609396  00398.19, 00609.13, 00667.72, 00009.89, 00001.97, 00004.02, 00000.00, 00000.00, 00000.00, 00033.59,99523.07,14.44,0.98
609709  00395.26, 00627.44, 00668.70, 00001.88,-00001.70, 00001.50, 00000.00, 00000.00, 00000.00, 00033.64,99522.91,14.43,0.98
610022  00397.46, 00622.80, 00641.85,-00000.91,-00003.40,-00002.30, 00000.00, 00000.00, 00000.00, 00033.44,99517.72,14.43,0.98
610336  00451.90, 00622.80, 00627.44,-00015.87,-00029.76,-00039.09, 00000.00, 00000.00, 00000.00, 00033.49,99509.56,14.43,0.98
610656  00555.42, 00564.21, 00621.09,-00026.86,-00042.92,-00013.20, 00000.00, 00000.00, 00000.00, 00033.44,99476.23,14.43,0.98
610969  00475.83, 00626.22, 00618.65, 00014.02, 00001.95, 00002.89, 00000.00, 00000.00, 00000.00, 00033.35,99484.67,14.43,0.98
611283  00404.79, 00668.95, 00555.42,-00012.76,-00020.60, 00010.59, 00000.00, 00000.00, 00000.00, 00033.44,100016.15,14.51,0.99
611597  00490.23, 00611.08, 00611.08, 00006.50,-00003.55, 00001.63, 00000.00, 00000.00, 00000.00, 00033.64,101495.96,14.73,1.00
611915  00416.99, 00692.14, 00553.22, 00001.27,-00002.40,-00005.50, 00000.00, 00000.00, 00000.00, 00033.49,102213.09,14.82,1.01
612229  00427.49, 00681.15, 00600.59,-00016.70,-00002.51, 00000.73, 00000.00, 00000.00, 00000.00, 00033.44,101466.81,14.71,1.00
612543  00534.42, 00595.70, 00604.25,-00001.20,-00012.65,-00008.21, 00000.00, 00000.00, 00000.00, 00033.30,100800.33,14.61,0.99
612857  00487.55, 00659.91, 00592.53, 00010.90, 00008.14, 00009.90, 00000.00, 00000.00, 00000.00, 00033.64,99505.36,14.43,0.98
613171  00515.87, 00596.68, 00499.02, 00040.76,-00000.67,-00004.43, 00000.00, 00000.00, 00000.00, 00033.44,99504.59,14.43,0.98
613485  00468.51, 00755.62, 00480.47, 00010.07,-00022.66,-00000.29, 00000.00, 00000.00, 00000.00, 00033.25,99500.09,14.43,0.98
613799  00496.09, 00756.59, 00408.69, 00032.08, 00017.91,-00012.82, 00000.00, 00000.00, 00000.00, 00033.64,99457.34,14.42,0.98
614113  00447.75, 00807.86, 00342.29,-00020.18,-00032.66,-00007.08, 00000.00, 00000.00, 00000.00, 00033.35,99455.45,14.42,0.98
614427  00447.75, 00750.73, 00426.51,-00042.63,-00045.57,-00013.40, 00000.00, 00000.00, 00000.00, 00033.59,99499.18,14.43,0.98
614741  00587.40, 00715.33, 00471.44,-00024.72,-00024.92,-00018.08, 00000.00, 00000.00, 00000.00, 00033.35,99537.87,14.44,0.98
615055  00462.16, 00742.19, 00574.71,-00032.14,-00015.35,-00004.42, 00000.00, 00000.00, 00000.00, 00033.49,99524.95,14.44,0.98
615369  00466.06, 00683.84, 00546.14,-00013.47,-00013.79,-00006.11, 00000.00, 00000.00, 00000.00, 00033.30,99525.32,14.44,0.98
615652 Single button click acknowledged, data collection ENDED for file: Test11.txt
