Time, Pa
"Friday,-August-30-2024-19:44:10",99390
"Friday,-August-30-2024-19:44:11",99384
"Friday,-August-30-2024-19:44:11",99367
"Friday,-August-30-2024-19:44:12",99369
"Friday,-August-30-2024-19:44:12",99376
"Friday,-August-30-2024-19:44:13",99371
"Friday,-August-30-2024-19:44:14",99374
"Friday,-August-30-2024-19:44:14",99381
"Friday,-August-30-2024-19:44:15",99366
"Friday,-August-30-2024-19:44:16",99374
"Friday,-August-30-2024-19:44:16",99380
"Friday,-August-30-2024-19:44:17",99365
"Friday,-August-30-2024-19:44:17",99364
"Friday,-August-30-2024-19:44:18",99378
"Friday,-August-30-2024-19:44:19",99380
"Friday,-August-30-2024-19:44:19",99362
"Friday,-August-30-2024-19:44:20",99371
"Friday,-August-30-2024-19:44:20",99370
"Friday,-August-30-2024-19:44:21",99380
"Friday,-August-30-2024-19:44:22",99376
"Friday,-August-30-2024-19:44:23",100058
"Friday,-August-30-2024-19:44:24",100256
"Friday,-August-30-2024-19:44:24",100237
"Friday,-August-30-2024-19:44:25",99641
"Friday,-August-30-2024-19:44:26",99888
"Friday,-August-30-2024-19:44:27",100158
"Friday,-August-30-2024-19:44:28",99373
"Friday,-August-30-2024-19:44:29",99368
"Friday,-August-30-2024-19:44:29",101633
"Friday,-August-30-2024-19:44:30",100814
"Friday,-August-30-2024-19:44:30",100156
"Friday,-August-30-2024-19:44:31",99371
"Friday,-August-30-2024-19:44:32",100088
"Friday,-August-30-2024-19:44:33",100166
"Friday,-August-30-2024-19:44:34",100241
"Friday,-August-30-2024-19:44:34",100407
"Friday,-August-30-2024-19:44:36",100696
"Friday,-August-30-2024-19:44:36",100801
"Friday,-August-30-2024-19:44:37",100507
"Friday,-August-30-2024-19:44:38",100456
"Friday,-August-30-2024-19:44:38",100391
"Friday,-August-30-2024-19:44:39",99393
"Friday,-August-30-2024-19:44:39",100367
"Friday,-August-30-2024-19:44:40",99866
"Friday,-August-30-2024-19:44:41",99401
"Friday,-August-30-2024-19:44:41",99374
"Friday,-August-30-2024-19:44:42",99348
"Friday,-August-30-2024-19:44:43",99379
"Friday,-August-30-2024-19:44:43",99368
"Friday,-August-30-2024-19:44:44",107977
"Friday,-August-30-2024-19:44:44",99373
"Friday,-August-30-2024-19:44:45",99373
"Friday,-August-30-2024-19:44:46",99301
"Friday,-August-30-2024-19:44:46",99443
"Friday,-August-30-2024-19:44:47",99345
"Friday,-August-30-2024-19:44:47",99412
"Friday,-August-30-2024-19:44:48",99398
"Friday,-August-30-2024-19:44:49",99386
"Friday,-August-30-2024-19:44:49",99711
"Friday,-August-30-2024-19:44:50",99472
"Friday,-August-30-2024-19:44:51",99394
"Friday,-August-30-2024-19:44:51",99335
"Friday,-August-30-2024-19:44:52",99387
"Friday,-August-30-2024-19:44:53",99366
"Friday,-August-30-2024-19:44:53",99384
"Friday,-August-30-2024-19:44:54",99363
"Friday,-August-30-2024-19:44:54",99372
"Friday,-August-30-2024-19:44:55",99388
"Friday,-August-30-2024-19:44:56",99377
"Friday,-August-30-2024-19:44:56",99368
"Friday,-August-30-2024-19:44:57",99382
"Friday,-August-30-2024-19:44:57",99385
"Friday,-August-30-2024-19:44:58",99358
"Friday,-August-30-2024-19:44:59",99401
"Friday,-August-30-2024-19:44:59",99375
"Friday,-August-30-2024-19:45:00",99359
"Friday,-August-30-2024-19:45:01",99389
"Friday,-August-30-2024-19:45:01",99314
"Friday,-August-30-2024-19:45:02",99405
"Friday,-August-30-2024-19:45:02",99381
"Friday,-August-30-2024-19:45:03",99352
"Friday,-August-30-2024-19:45:04",99393
