Time, Pa
"Friday,-August-30-2024-17:30:00",100018
"Friday,-August-30-2024-17:30:01",100474
"Friday,-August-30-2024-17:30:02",99533
"Friday,-August-30-2024-17:30:03",99511
"Friday,-August-30-2024-17:30:03",99529
"Friday,-August-30-2024-17:30:04",99534
"Friday,-August-30-2024-17:30:05",99532
"Friday,-August-30-2024-17:30:06",99516
"Friday,-August-30-2024-17:30:06",99525
"Friday,-August-30-2024-17:30:07",99527
"Friday,-August-30-2024-17:30:07",99499
"Friday,-August-30-2024-17:30:08",99514
"Friday,-August-30-2024-17:30:09",99536
"Friday,-August-30-2024-17:30:10",99528
"Friday,-August-30-2024-17:30:11",99520
"Friday,-August-30-2024-17:30:12",99530
"Friday,-August-30-2024-17:30:12",99514
"Friday,-August-30-2024-17:30:13",99523
"Friday,-August-30-2024-17:30:14",99537
"Friday,-August-30-2024-17:30:15",99536
"Friday,-August-30-2024-17:30:16",99522
"Friday,-August-30-2024-17:30:16",99521
"Friday,-August-30-2024-17:30:17",101013
"Friday,-August-30-2024-17:30:18",99529
"Friday,-August-30-2024-17:30:19",99511
"Friday,-August-30-2024-17:30:19",99515
"Friday,-August-30-2024-17:30:20",99520
"Friday,-August-30-2024-17:30:20",99515
"Friday,-August-30-2024-17:30:21",99510
"Friday,-August-30-2024-17:30:21",99512
"Friday,-August-30-2024-17:30:22",99523
"Friday,-August-30-2024-17:30:23",99509
"Friday,-August-30-2024-17:30:23",99525
"Friday,-August-30-2024-17:30:24",99512
"Friday,-August-30-2024-17:30:25",99516
"Friday,-August-30-2024-17:30:25",99513
"Friday,-August-30-2024-17:30:26",99533
"Friday,-August-30-2024-17:30:27",99527
"Friday,-August-30-2024-17:30:27",99522
"Friday,-August-30-2024-17:30:28",99516
"Friday,-August-30-2024-17:30:29",99524
"Friday,-August-30-2024-17:30:29",99523
"Friday,-August-30-2024-17:30:30",99520
"Friday,-August-30-2024-17:30:30",99518
"Friday,-August-30-2024-17:30:31",99529
"Friday,-August-30-2024-17:30:32",99529
"Friday,-August-30-2024-17:30:32",99522
"Friday,-August-30-2024-17:30:33",99516
"Friday,-August-30-2024-17:30:34",99520
"Friday,-August-30-2024-17:30:34",99518
"Friday,-August-30-2024-17:30:35",99517
"Friday,-August-30-2024-17:30:36",99512
"Friday,-August-30-2024-17:30:36",99516
"Friday,-August-30-2024-17:30:37",99511
"Friday,-August-30-2024-17:30:37",99520
"Friday,-August-30-2024-17:30:38",99508
"Friday,-August-30-2024-17:30:39",99529
"Friday,-August-30-2024-17:30:39",99519
"Friday,-August-30-2024-17:30:40",99517
"Friday,-August-30-2024-17:30:40",99513
"Friday,-August-30-2024-17:30:41",99519
"Friday,-August-30-2024-17:30:42",99515
"Friday,-August-30-2024-17:30:42",99518
"Friday,-August-30-2024-17:30:43",99534
"Friday,-August-30-2024-17:30:44",99520
"Friday,-August-30-2024-17:30:44",99514
"Friday,-August-30-2024-17:30:45",99516
"Friday,-August-30-2024-17:30:45",99522
"Friday,-August-30-2024-17:30:46",99517
"Friday,-August-30-2024-17:30:47",99524
"Friday,-August-30-2024-17:30:47",99531
"Friday,-August-30-2024-17:30:48",99516
"Friday,-August-30-2024-17:30:48",99522
"Friday,-August-30-2024-17:30:49",99522
"Friday,-August-30-2024-17:30:50",99508
"Friday,-August-30-2024-17:30:50",99531
"Friday,-August-30-2024-17:30:51",99510
"Friday,-August-30-2024-17:30:52",99514
"Friday,-August-30-2024-17:30:52",99516
"Friday,-August-30-2024-17:30:53",99529
"Friday,-August-30-2024-17:30:53",99531
"Friday,-August-30-2024-17:30:54",99499
"Friday,-August-30-2024-17:30:54",99526
"Friday,-August-30-2024-17:30:55",99518
"Friday,-August-30-2024-17:30:56",99522
"Friday,-August-30-2024-17:30:56",99504
"Friday,-August-30-2024-17:30:57",99521
"Friday,-August-30-2024-17:30:58",99529
"Friday,-August-30-2024-17:30:59",99519
"Friday,-August-30-2024-17:31:00",99533
"Friday,-August-30-2024-17:31:00",99525
"Friday,-August-30-2024-17:31:01",99529
"Friday,-August-30-2024-17:31:02",99521
"Friday,-August-30-2024-17:31:03",99527
"Friday,-August-30-2024-17:31:04",99512
"Friday,-August-30-2024-17:31:05",99524
"Friday,-August-30-2024-17:31:06",99529
"Friday,-August-30-2024-17:31:07",99523
"Friday,-August-30-2024-17:31:08",99531
"Friday,-August-30-2024-17:31:09",99508
"Friday,-August-30-2024-17:31:10",99540
"Friday,-August-30-2024-17:31:11",99523
"Friday,-August-30-2024-17:31:11",99527
"Friday,-August-30-2024-17:31:12",99537
"Friday,-August-30-2024-17:31:13",99516
"Friday,-August-30-2024-17:31:14",99539
"Friday,-August-30-2024-17:31:15",99534
"Friday,-August-30-2024-17:31:16",99527
"Friday,-August-30-2024-17:31:17",99531
"Friday,-August-30-2024-17:31:18",99513
"Friday,-August-30-2024-17:31:18",99529
"Friday,-August-30-2024-17:31:19",99526
"Friday,-August-30-2024-17:31:20",99525
"Friday,-August-30-2024-17:31:20",99518
"Friday,-August-30-2024-17:31:21",99523
"Friday,-August-30-2024-17:31:21",99512
"Friday,-August-30-2024-17:31:22",99521
"Friday,-August-30-2024-17:31:23",99524
"Friday,-August-30-2024-17:31:23",99514
"Friday,-August-30-2024-17:31:24",99517
"Friday,-August-30-2024-17:31:24",99505
"Friday,-August-30-2024-17:31:25",99518
"Friday,-August-30-2024-17:31:26",99526
"Friday,-August-30-2024-17:31:27",99508
"Friday,-August-30-2024-17:31:27",99521
"Friday,-August-30-2024-17:31:28",99522
"Friday,-August-30-2024-17:31:29",99535
"Friday,-August-30-2024-17:31:29",99532
"Friday,-August-30-2024-17:31:30",99524
"Friday,-August-30-2024-17:31:31",99526
"Friday,-August-30-2024-17:31:31",99527
"Friday,-August-30-2024-17:31:32",99513
"Friday,-August-30-2024-17:31:32",99511
"Friday,-August-30-2024-17:31:33",99518
"Friday,-August-30-2024-17:31:34",99519
"Friday,-August-30-2024-17:31:34",99517
"Friday,-August-30-2024-17:31:35",99527
"Friday,-August-30-2024-17:31:36",99522
"Friday,-August-30-2024-17:31:36",99514
"Friday,-August-30-2024-17:31:37",99875
"Friday,-August-30-2024-17:31:38",99518
"Friday,-August-30-2024-17:31:38",99505
